Name,ID,X,Y,Sewer inputs,DWF enabled,Method,Units,Flow rate,Area,Density,Peaking factor,Winter water use,Landuse,Pattern,Pattern resolved
4-4-73,134,46343.29,46050.12,,,,,,,,,,,,
4-4-74,134,46550.86,46126.39,,,,,,,,,,,,
4-4-75,134,46588.97,46167.06,true,true,0,2,15,0,0,1,0,3,Daily1,Yes
4-4-77,134,46779.71,46372.46,,,,,,,,,,,,
4-4-78,134,46844.6,46586.51,,,,,,,,,,,,
4-4-91,134,44255.21,46829.35,true,,,2,4,0,0,1,0,3,Daily1,Yes
4-4-92,134,44257.59,47162.94,true,true,0,2,8,0,0,1,0,3,Daily1,Yes
4-4-93,134,44260.03,47539.43,true,true,0,2,192,0,0,1,0,3,Daily1,Yes
5-2-1,134,42980.57,50209.29,,,,,,,,,,,,
5-2-10,134,42923.79,48389.6,,,,,,,,,,,,
5-2-11,134,42912.1,48163.95,,,,,,,,,,,,
5-2-12,134,42873.16,48132.28,,,,,,,,,,,,
5-2-13,134,43043,49392.91,,,,,,,,,,,,
5-2-14,134,43192.02,49034.55,,true,0,,,,,,,,,
5-2-15,134,43311.3,48759.34,true,,,2,116,0,0,1,0,3,Daily1,Yes
5-2-19,134,43329.44,48699.83,true,,,2,8,0,0,1,0,3,Daily1,Yes
5-2-2,134,42974.12,49799.49,,,,,,,,,,,,
5-2-2.1,134,42972.33,49755.99,,,,,,,,,,,,
5-2-2.2,134,42963.1,49593.78,,true,0,,,,,,,,,
5-2-2.3,134,42962.61,49590.27,,true,0,,,,,,,,,
5-2-20,134,43480.96,48381.25,,,,,,,,,,,,
5-2-21,134,43753.55,48203.38,,,,,,,,,,,,
5-2-22,134,44021.85,48027.87,,true,0,,,,,,,,,
5-2-23,134,44028.49,47639.36,,,,,,,,,,,,
5-2-27,134,43210.19,49391.24,true,,,2,24,0,0,1,0,3,Daily1,Yes
5-2-28,134,43574.27,49388.88,true,,,2,18,0,0,1,0,3,Daily1,Yes
5-2-3,134,42959.41,49555.53,,true,0,,,,,,,,,
5-2-30,134,43708.61,49388,,,,,,,,,,,,
5-2-31,134,43958.82,49387.09,true,,,2,67,0,0,1,0,3,Daily1,Yes
5-2-4,134,42999.61,49555.17,,,,,,,,,,,,
5-2-44,134,43068.65,50209.19,,true,0,,,,,,,,,
5-2-45,134,43209.45,50207.32,,,,,,,,,,,,
5-2-46,134,43610.25,50201.36,true,,,2,2,0,0,1,0,3,Daily1,Yes
5-2-47,134,43744.73,50199.37,true,,,2,33,0,0,1,0,3,Daily1,Yes
5-2-48,134,43959.13,50196.71,,,,,,,,,,,,
5-2-5,134,43007.1,49461.16,,,,,,,,,,,,
5-2-52,134,43173.49,50179.16,,,,,,,,,,,,
5-2-53,134,43209.23,50025.05,,true,0,,,,,,,,,
5-2-54,134,43211.03,49949.31,true,,,2,13,0,0,1,0,3,Daily1,Yes
5-2-56,134,43209.58,49776.04,,true,0,,,,,,,,,
5-2-57,134,43210.58,49696.17,true,,,2,23,0,0,1,0,3,Daily1,Yes
5-2-6,134,42957.84,49463.51,,true,0,,,,,,,,,
5-2-7,134,42955.92,49099.62,,,,,,,,,,,,
5-2-8,134,42958.52,48703.12,,true,0,,,,,,,,,
5-2-9,134,42958.98,48453.79,,,,,,,,,,,,
5-3-1,134,42878.77,47723.17,,,,,,,,,,,,
5-3-10,134,44148.14,45716.46,,,,,,,,,,,,
5-3-11,134,44145.33,45283.84,,,,,,,,,,,,
5-3-12,134,44150.05,44952.23,,,,,,,,,,,,
5-3-2,134,42874.93,47256.49,,,,,,,,,,,,
5-3-3,134,42868.59,46752.54,,,,,,,,,,,,
5-3-4,134,42865.6,46250.21,,,,,,,,,,,,
5-3-5,134,42863.73,45754.82,,,,,,,,,,,,
5-3-6,134,42899.01,45748.89,,,,,,,,,,,,
5-3-7,134,43312.03,45731.7,,,,,,,,,,,,
5-3-7.1,134,43215.74,45734.98,true,true,0,2,10,0,0,1,0,3,Daily1,Yes
5-3-8,134,43561.12,45727.56,,,,,,,,,,,,
5-3-9,134,43710.15,45725.41,,,,,,,,,,,,
6-1-1,134,36247.26,76865.27,,,,,,,,,,,,
6-1-10,134,35259.4,79194.86,,,,,,,,,,,,
6-1-2,134,36211.68,77200.46,,,,,,,,,,,,
6-1-3,134,36146.58,77507.95,,,,,,,,,,,,
6-1-4,134,36087.28,77748.61,,,,,,,,,,,,
6-1-5,134,36048.7,78000.48,,,,,,,,,,,,
6-1-6,134,36033.64,78243.21,,,,,,,,,,,,
6-1-7,134,36056.61,79008.95,,,,,,,,,,,,
6-1-8,134,36064.28,79170.04,,,,,,,,,,,,
6-1-9,134,35260.42,79172,,,,,,,,,,,,
6-2-1,134,35255.5,79682.65,,,,,,,,,,,,
6-2-10,134,33814.01,81116.58,,,,,,,,,,,,
6-2-11,134,33814.94,81160.77,true,,,2,0,0,0,1,0,3,Commercial1,Yes
6-2-12,134,33816.86,81541.14,,true,0,,,,,,,,,
6-2-13,134,33818.98,82000.03,true,,,2,8,0,0,1,0,3,Daily1,Yes
6-2-16,134,33791.99,81656.54,true,,,2,18,0,0,1,0,3,Daily1,Yes
6-2-17,134,34105.28,81633.19,,,,,,,,,,,,
6-2-18,134,34568.01,81619.37,,,,,,,,,,,,
6-2-19,134,34567.48,81397.04,true,,,2,8,0,0,1,0,3,Daily1,Yes
6-2-2,134,35242.86,79847.99,,,,,,,,,,,,
6-2-24,134,34658.23,81355.52,,true,0,,,,,,,,,
6-2-24S1,134,34663.7,81352.321,,true,0,,,,,,,,,
6-2-24S2,134,34673.588,81346.522,,true,0,,,,,,,,,
6-2-25,134,34679.12,81343.46,,true,0,,,,,,,,,
6-2-26,134,34862.8,81285.78,true,,,2,11,0,0,1,0,3,Daily1,Yes
6-2-28,134,34960.56,81254.48,true,,,2,32,0,0,1,0,3,Daily1,Yes
6-2-28.1,134,35029.4,81233.49,,,,,,,,,,,,
6-2-3,134,35180.12,79885.152,,,,,,,,,,,,
6-2-33,134,35379.62,81124.24,,true,0,,,,,,,,,
6-2-34,134,35602.05,80959.38,true,,,2,121,0,0,1,0,3,Daily1,Yes
6-2-35,134,35902.17,80626.76,,,,,,,,,,,,
6-2-36,134,36175.97,80321.68,,,,,,,,,,,,
6-2-37,134,36394.7,79827.22,true,true,0,2,77,0,0,1,0,3,Daily1,Yes
6-2-39,134,33793.49,82001.32,,,,,,,,,,,,
6-2-4,134,35185.43,80128.242,,true,0,,,,,,,,,
6-2-5,134,35035.84,80275.36,,,,,,,,,,,,
6-2-6,134,35037.12,80491.55,,,,,,,,,,,,
6-2-7,134,34548.72,80493.85,,,,,,,,,,,,
6-2-8,134,34518.6,80478.41,false,,,,,,,,,,,
6-2-9,134,33798.77,80481.63,,true,0,,,,,,,,,
6-4-1,134,37014.64,76946.69,,,,,,,,,,,,
6-4-10,134,37211.65,77596.9,,,,,,,,,,,,
6-4-10.1,134,37258.09,77736.01,,,,,,,,,,,,
6-4-11,134,37324.25,77896.19,,,,,,,,,,,,
6-4-12,134,37147.97,78146.93,,true,0,,,,,,,,,
6-4-13,134,36958.24,78586.05,true,,,2,11,0,0,1,0,3,Daily1,Yes
6-4-16,134,36827.46,78896.39,,true,0,,,,,,,,,
6-4-17,134,36739.31,79106.49,,,,,,,,,,,,
6-4-18,134,36658.02,79238.2,,,,,,,,,,,,
6-4-19,134,36576.52,79415.97,,,,,,,,,,,,
6-4-2,134,37033.8,77089.11,,,,,,,,,,,,
6-4-3,134,37015.66,77097.52,,,,,,,,,,,,
6-4-4,134,37104.17,77347.62,,,,,,,,,,,,
6-4-5,134,37125.83,77342.07,,,,,,,,,,,,
6-4-6,134,37416.75,77264.86,,,,,,,,,,,,
6-4-7,134,37698.05,77229.24,,,,,,,,,,,,
6-4-7.1,134,37708.66,77224.6,,true,0,,,,,,,,,
6-4-7.2,134,37817.42,77205.41,,true,0,,,,,,,,,
6-4-7.3,134,37806.23,77127.31,true,true,0,2,48,0,0,1,0,3,Daily1,Yes
6-4-7.4,134,37963.38,77084.33,,true,0,,,,,,,,,
6-4-8,134,37975.93,77078.06,,,,,,,,,,,,
6-4-9,134,38152.79,77049.3,,true,0,,,,,,,,,
7-3-1,134,36257.13,76518.39,,,,,,,,,,,,
7-3-14,134,37233.51,75991.02,,true,0,,,,,,,,,
7-3-15,134,37494.29,75639.42,,,,,,,,,,,,
7-3-16,134,37766.7,75272.09,,true,0,,,,,,,,,
7-3-17,134,38064.16,74870.04,,,,,,,,,,,,
7-3-18,134,38165.63,74734.59,true,,,2,26,0,0,1,0,3,Daily1,Yes
7-3-2,134,36890.46,76500.35,,true,0,,,,,,,,,
7-3-21,134,38360.85,74469.96,,true,0,,,,,,,,,
7-3-22,134,38660.06,74067.87,,,,,,,,,,,,
7-3-23,134,36990.87,76469.97,,,,,,,,,,,,
7-3-24,134,37058,76240.19,,,,,,,,,,,,
7-3-25,134,37196.98,76055.73,,,,,,,,,,,,
7-3-26,134,37284.72,75982.06,,,,,,,,,,,,
7-3-27,134,37289.5,75931.54,,true,0,,,,,,,,,
7-3-28,134,37497.67,75649.98,,,,,,,,,,,,
7-3-29,134,37769.78,75283.45,,,,,,,,,,,,
7-3-3,134,36915.15,76499.89,,true,0,,,,,,,,,
7-3-30,134,38014.95,74971.11,,,,,,,,,,,,
7-3-31,134,38406.39,74428.68,,true,0,,,,,,,,,
7-3-32,134,38665.01,74075.35,,,,,,,,,,,,
7-3-33,134,38260.86,76636.12,true,,,2,5,0,0,1,0,3,Daily1,Yes
7-3-34,134,38518.24,76396.56,,true,0,,,,,,,,,
7-3-35,134,38521.11,76255.42,true,true,0,2,4,0,0,1,0,3,Daily1,Yes
7-3-36,134,38665.9,76182.24,,true,0,,,,,,,,,
7-3-36.1,134,38886.28,76125.39,true,true,0,2,17,0,0,1,0,3,Daily1,Yes
7-3-37,134,38932.61,76115.49,,true,0,,,,,,,,,
7-3-4,134,36974.87,76498.52,,,,,,,,,,,,
7-3-5,134,36964.76,76529.16,,true,0,,,,,,,,,
7-3-6,134,37046.36,76243.35,,,,,,,,,,,,
7-3-7,134,37087.07,76189.24,,,,,,,,,,,,
8-1-1,134,38799.53,73688.59,,,,,,,,,,,,
8-1-13,134,40799.57,71848.36,true,,,2,20,0,0,1,0,3,Daily1,Yes
8-1-18,134,40800.96,72184.78,,true,0,,,,,,,,,
8-1-19,134,40800.29,72215.82,true,true,0,2,129,0,0,1,0,3,Daily1,Yes
8-1-2,134,38961.22,73246.73,,,,,,,,,,,,
8-1-20,134,40771.81,72245.57,,,,,,,,,,,,
8-1-20.1,134,40479.2,72393.88,,true,0,,,,,,,,,
8-1-21,134,40148.76,72534,,,,,,,,,,,,
8-1-22,134,39842.27,72684.89,,,,,,,,,,,,
8-1-22.1,134,39575.83,72818.74,,,,,,,,,,,,
8-1-23,134,39270.5,73033.43,,,,,,,,,,,,
8-1-24,134,38964.37,73254.53,,,,,,,,,,,,
8-1-25,134,38804.36,73695.98,,,,,,,,,,,,
8-1-3,134,39260.63,73032.46,,,,,,,,,,,,
8-1-35,134,41063.72,72177.56,true,,,2,100,0,0,1,0,3,Daily1,Yes
8-1-4,134,39567.3,72814.04,,,,,,,,,,,,
8-1-42,134,41349.26,72170.96,,true,0,,,,,,,,,
8-1-43,134,41644.73,72163.44,,,,,,,,,,,,
8-1-5,134,40140.94,72530.19,,true,0,,,,,,,,,
8-1-5.1,134,40460.22,72393.76,,true,0,,,,,,,,,
8-1-6,134,40772.23,72230.72,,true,0,,,,,,,,,
8-1-7,134,40769.64,71734.9,,,,,,,,,,,,
8-1-8,134,40798.44,71567.94,true,true,0,2,39,0,0,1,0,3,Commercial1,Yes
8-2-10,134,40231.71,76037.74,,,,,,,,,,,,
8-2-11,134,40329.25,76110.71,,,,,,,,,,,,
8-2-12,134,40585.96,76047.99,,true,0,,,,,,,,,
8-2-13,134,40913.26,75960.76,,,,,,,,,,,,
8-2-14,134,40996.16,75896.57,true,,,2,120,0,0,1,0,3,Daily1,Yes
8-2-20,134,41159.4,75897.76,true,,,2,8,0,0,1,0,3,Daily1,Yes
8-2-22,134,41471.59,75786.54,,,,,,,,,,,,
8-2-23,134,41701.49,75691.11,false,,,,,,,,,,,
8-2-24,134,41793.13,75979.42,true,true,0,2,223,0,0,1,0,3,Daily1,Yes
8-2-4,134,39296.21,76126.38,,,,,,,,,,,,
8-2-5,134,39297.63,76265.43,true,true,0,2,0,0,0,1,0,3,Daily1,Yes
8-2-6,134,39710.48,76141.14,,,,,,,,,,,,
8-2-6.1,134,40083.34,76061.61,,true,0,,,,,,,,,
8-2-6.2,134,39872.1,76094.11,true,true,0,2,7,0,0,1,0,3,Daily1,Yes
8-2-7,134,40150.6,76071.04,,,,,,,,,,,,
8-2-8,134,40202.57,76049.16,true,,,2,10,0,0,1,0,3,Daily1,Yes
8-3-11,134,42342.86,75302.42,true,,,2,27,0,0,1,0,3,Daily1,Yes
8-3-12,134,42244.52,75371.45,,,,,,,,,,,,
8-3-13,134,42223.17,75385.51,,,,,,,,,,,,
8-3-14,134,42015.87,75530.97,,,,,,,,,,,,
8-3-15,134,42653.14,75046.44,,true,0,,,,,,,,,
8-3-16,134,42926.8,74747.63,false,,,,,,,,,,,
8-3-17,134,43162.95,74459.88,,,,,,,,,,,,
8-3-17.1,134,43189.04,74426.2,true,,,2,44,0,0,1,0,3,Daily1,Yes
8-3-18,134,42888.96,74715.9,true,,,2,10,0,0,1,0,3,Daily1,Yes
8-3-19,134,42923.14,74357.61,true,,,2,53,0,0,1,0,3,Daily1,Yes
8-3-20,134,42707.84,74339.26,true,,,2,11,0,0,1,0,3,Daily1,Yes
8-4-1,134,41855.32,71497.57,true,,,2,180,0,0,1,0,3,Daily1,Yes
8-4-3,134,41860.31,71639.54,,,,,,,,,,,,
8-4-35,134,42784.61,73958.01,true,,,2,177,0,0,1,0,3,Daily1,Yes
8-4-36,134,42831.79,74044.09,true,,,2,9,0,0,1,0,3,Daily1,Yes
8-4-4,134,41856.81,71837.31,true,,,2,9,0,0,1,0,3,Daily1,Yes
8-4-42,134,43426.86,74131.91,,,,,,,,,,,,
8-4-43,134,43681.01,73816.2,,,,,,,,,,,,
8-4-44,134,43929.17,73507.69,,,,,,,,,,,,
8-4-45,134,44180.43,73191.87,,,,,,,,,,,,
8-4-46,134,42941.2,73604.15,true,,,2,242,0,0,1,0,3,Daily1,Yes
8-4-6,134,41849.94,72230.27,true,,,2,23,0,0,1,0,3,Daily1,Yes
9N-1-1,134,44926.24,71784.49,,,,,,,,,,,,
9N-1-2,134,44771.74,72167.81,,,,,,,,,,,,
9N-1-3,134,44602.2,72518.56,,,,,,,,,,,,
9N-1-4,134,44408.55,72865.77,,,,,,,,,,,,
9S-1-1,134,44247.64,39863.47,true,true,0,2,0,0,0,1,0,3,Commercial1,Yes
9S-1-10,134,44419.92,40459.16,true,,,2,50,0,0,1,0,3,Daily1,Yes
9S-1-2,134,44249,40211.91,,true,0,,,,,,,,,
9S-1-20,134,44889.22,40448.42,true,,,2,154,0,0,1,0,3,Daily1,Yes
9S-1-21,134,44878.29,40729.85,true,,,2,73,0,0,1,0,3,Daily1,Yes
9S-1-3,134,44251.57,40459.44,true,,,2,16,0,0,1,0,3,Daily1,Yes
9S-1-33,134,45102.08,40749.83,false,,,,,,,,,,,
9S-1-34,134,45232.17,40860.02,true,,,2,6,0,0,1,0,3,Daily1,Yes
9S-1-36,134,45401.27,41105.5,,,,,,,,,,,,
9S-1-37,134,45504.67,41117.27,,,,,,,,,,,,
9S-1-38,134,45636.47,41131.85,true,,,2,55,0,0,1,0,3,Daily1,Yes
9S-1-50,134,45974.39,41097.63,true,,,2,16,0,0,1,0,3,Daily1,Yes
9S-1-53,134,46198.48,40987.14,true,,,2,26,0,0,1,0,3,Daily1,Yes
9S-1-57,134,46413.88,40880.71,true,,,2,27,0,0,1,0,3,Daily1,Yes
9S-1-62,134,46640.88,40756.97,true,true,0,2,173,0,0,1,0,3,Daily1,Yes
9S-1-LiftS,133,44168.59,39847.7,,true,0,,,,,,,,,
9S-2-17,134,45500.01,42217.46,,,,,,,,,,,,
9S-2-18,134,45502.37,42273.61,,,,,,,,,,,,
9S-2-19,134,45636.66,42273.87,true,,,2,71,0,0,1,0,3,Daily1,Yes
9S-2-2,134,45157.58,42182.64,true,,,2,12,0,0,1,0,3,Daily1,Yes
9S-2-24,134,45898.31,42272.35,,true,0,,,,,,,,,
9S-2-25,134,46297.72,42270,,,,,,,,,,,,
9S-2-26,134,46712.99,42268.53,,,,,,,,,,,,
9S-2-27,134,44652.46,42672.98,,,,,,,,,,,,
9S-2-28,134,44522.59,42555.74,,,,,,,,,,,,
9S-2-29,134,44402.36,42624.96,,,,,,,,,,,,
9S-2-3,134,45004.47,42408.57,true,,,2,15,0,0,1,0,3,Daily1,Yes
9S-2-30,134,44403.77,42944.04,true,,,2,30,0,0,1,0,3,Daily1,Yes
9S-2-33,134,44281.41,42944.66,,true,0,,,,,,,,,
9S-2-34,134,44283.7,43352.96,true,,,2,59,0,0,1,0,3,Daily1,Yes
9S-2-5,134,44949.89,42671.3,true,,,2,42,0,0,1,0,3,Daily1,Yes
9S-2-50,134,44290.2,43741.49,,true,0,,,,,,,,,
9S-2-50.1,134,44291.36,43587.1,,,,,,,,,,,,
9S-2-51,134,44441.86,43751.61,true,,,2,119,0,0,1,0,3,Daily1,Yes
9S-2-67,134,44439.02,44128.83,,,,,,,,,,,,
9S-2-68,134,44414.19,44517.42,,,,,,,,,,,,
9S-2-69,134,44386.45,44867.61,,,,,,,,,,,,
9S-2-70,134,44237.74,44869.03,,,,,,,,,,,,
9S-2-71,134,44895.17,44897.54,,,,,,,,,,,,
9S-2-72,134,45174.34,44896.3,true,,,2,61,0,0,1,0,3,Daily1,Yes
9S-2-73,134,45588.32,44893.19,,,,,,,,,,,,
9S-2-74,134,45983.45,44895.25,,,,,,,,,,,,
9S-2-75,134,46384.12,44896.63,,,,,,,,,,,,
9S-2-76,134,46804.05,44896.5,true,,,2,215,0,0,1,0,3,Daily1,Yes
9S-3-73,134,47151.66,44884.82,,,,,,,,,,,,
9S-3-74,134,47291.12,44885.24,true,,,2,34,0,0,1,0,3,Daily1,Yes
9S-3-75,134,47371.96,44882.99,,,,,,,,,,,,
9S-3-76,134,47408.09,44899.34,,,,,,,,,,,,
9S-3-77,134,47934.53,44897.41,false,,,,,,,,,,,
9S-3-78,134,48161.91,44894.39,true,,,2,19,0,0,1,0,3,Daily1,Yes
9S-3-79,134,48231.38,44895.16,true,,,2,32,0,0,1,0,3,Commercial1,Yes
9S-3-80,134,48384.5,44893.72,,,,,,,,,,,,
9S-3-81,134,48781.48,44891.5,,,,,,,,,,,,
9S-3-82,134,49182.99,44887.39,,,,,,,,,,,,
9S-4-111,134,49229.53,42213.62,,,,,,,,,,,,
9S-4-111.1,134,49336.77,42211.44,true,,,2,84,0,0,1,0,3,Daily1,Yes
9S-4-112,134,49465.14,42211.28,,,,,,,,,,,,
9S-4-62,134,48772.4,40492.28,true,,,2,44,0,0,1,0,3,Daily1,Yes
9S-4-63,134,48997.57,40485.42,true,,,2,10,0,0,1,0,3,Daily1,Yes
9S-4-70,134,49145.43,40480.47,,,,,,,,,,,,
9S-4-71,134,49455.82,40543.09,true,,,2,46,0,0,1,0,3,Daily1,Yes
9S-4-72,134,49445.29,40411.56,,,,,,,,,,,,
9S-4-73,134,48642.18,40534.8,true,,,2,6,0,0,1,0,3,Daily1,Yes
9S-4-75,134,48346.06,40632.73,,,,,,,,,,,,
9S-4-76,134,48365,40700.11,,,,,,,,,,,,
9S-4-77,134,48289.71,40798.77,,,,,,,,,,,,
9s-4-78,134,48143.44,40919.88,,,,,,,,,,,,
9s-4-79,134,48143.19,41100.66,true,,,2,6,0,0,1,0,3,Daily1,Yes
9s-4-81,134,48144.21,41672.88,true,,,2,12,0,0,1,0,3,Daily1,Yes
9S-4-81.1,134,48144.07,41637.38,,,,,,,,,,,,
9s-4-81.2,134,48143.56,41288.01,,,,,,,,,,,,
9S-4-86,134,48144.77,41952.58,,,,,,,,,,,,
9S-4-87,134,47083.1,42249.97,true,,,2,10,0,0,1,0,3,Daily1,Yes
9S-4-88,134,47460.29,42246.52,,,,,,,,,,,,
9S-4-89,134,47808.71,42240.87,true,,,2,8,0,0,1,0,3,Daily1,Yes
9S-4-90,134,48145.37,42239.78,true,,,2,4,0,0,1,0,3,Daily1,Yes
9S-4-91,134,48160.5,42240.49,,,,,,,,,,,,
9S-4-92,134,48509.35,42233.63,,,,,,,,,,,,
9S-4-93,134,48929.63,42216.75,true,,,2,129,0,0,1,0,3,Daily1,Yes
