name,type_code,us_node,ds_node,length,diameter,slope,roughness,shape,us_invert,ds_invert
3907,136,21-1-66,21-1-58,278.75,0.83,1.1,0.013,1,4429.49,4426.41
3908,136,21-1-67,21-1-66,305.63,0.83,1.22,0.013,1,4433.27,4429.55
3909,136,21-1-68,21-1-67,131.18,0.83,1.23,0.013,1,4435.08,4433.47
3911,136,21-1-70,21-1-68,133.17,0.83,2.185,0.013,1,4438.18,4435.27
3912,136,21-1-71,21-1-70,137.03,0.83,2.832,0.013,1,4442.15,4438.27
3913,136,21-1-72,21-1-71,135.5,0.83,0.753,0.013,1,4443.95,4442.93
3915,136,21-1-74,21-1-72,170.57,0.83,0.651,0.013,1,4445.13,4444.02
3916,136,21-1-75,21-1-74,243.79,0.83,0.751,0.013,1,4447.07,4445.24
3917,136,21-1-76,21-1-75,103.48,0.67,1.91,0.013,1,4449.18,4447.2
3918,136,21-1-77,21-1-76,453.69,0.67,1.75,0.013,1,4457.22,4449.26
3928,136,21-4-15,21-1-77,399.52,0.67,1.8,0.013,1,4467.26,4460.05
3953,136,21-2-20,21-2-21,394.06,0.83,0.726,0.013,1,4398.59,4395.73
3954,136,21-2-22,21-2-20,58.87,0.83,0.662,0.013,1,4399,4398.61
3955,136,21-2-23,21-2-22,452.64,0.83,0.77,0.013,1,4402.5,4399
3989,136,21-2-56,21-2-54,189.71,0.67,0.86,0.013,1,4391.1,4389.47
3990,136,21-2-57,21-2-56,230.33,0.67,0.02,0.013,1,4391.27,4390.5
3991,136,21-2-58,21-2-57,29.44,0.67,0.48,0.013,1,4392.12,4391.98
4004,136,21-2-58.1,21-2-58,82.95,0.67,0.374,0.013,1,4392.46,4392.15
4005,136,21-2-71,21-2-58.1,166.66,0.67,0.222,0.013,1,4392.88,4392.51
4006,136,21-2-72,21-2-71,348.68,0.67,0.433,0.013,1,4394.47,4392.96
4024,136,21-2-89,21-2-72,390.72,0.67,0.363,0.013,1,4396.01,4394.59
4025,136,21-2-90,21-2-89,153.17,0.67,0.385,0.013,1,4396.62,4396.03
4026,136,21-2-91,21-2-90,320.26,0.67,0.281,0.013,1,4397.68,4396.78
4032,136,21-2-94,21-2-91,192.79,0.67,0.534,0.013,1,4398.79,4397.76
4149,136,21-3-82,21-4-46,418.8,2,0.139,0.013,1,4444.4,4443.82
4150,136,21-3-83,21-3-82,107.72,2,0.195,0.013,1,4444.71,4444.5
4151,136,21-3-84,21-3-83,222.86,2,0.13,0.013,1,4445.04,4444.75
4153,136,21-3-85,21-3-84.1,207.89,1.5,2.18,0.013,1,4454.5,4449.96
4154,136,21-3-86,21-3-85,452.9,1.75,0.45,0.013,1,4456.55,4454.52
4155,136,21-3-87,21-3-86,200.76,1.75,0.51,0.013,1,4457.69,4456.66
4156,136,22-1-39,21-3-87,92.42,1.75,1.28,0.013,1,4459.27,4458.09
4157,136,28-2-70,21-4-1,396.15,0.67,3.84,0.013,1,4508.16,4492.94
4158,136,21-4-1,21-4-2,473.94,0.67,0.42,0.013,1,4492.92,4490.93
4160,136,21-4-2,21-4-3,19.09,0.67,0.419,0.013,1,4490.87,4490.79
4161,136,21-4-3,21-4-4,463.85,0.667,0.321,0.013,1,4490.78,4489.29
4162,136,21-4-5,21-4-4,112.32,0.667,1.095,0.013,1,4490.52,4489.29
4163,136,28-3-63,21-4-5,370,0.667,4.376,0.013,1,4506.74,4490.55
4175,136,21-4-16,21-4-15,404.48,0.67,1.72,0.013,1,4474.22,4467.27
4176,136,21-4-17,21-4-16,287.23,0.67,2.3,0.013,1,4480.9,4474.3
4177,136,21-4-4,21-4-17,325.32,0.667,2.521,0.013,1,4489.24,4481.04
4203,136,21-4-43,21-4-42,220.14,1.75,0.495,0.013,1,4434.22,4433.13
4204,136,21-4-44,21-4-43,511.83,2,0.24,0.013,1,4435.74,4434.53
4205,136,21-4-45,21-4-44,24.03,2,21.18,0.013,1,4442.77,4437.68
4206,136,21-4-46,21-4-45,75.45,2,0.239,0.013,1,4443.77,4443.59
4236,136,21-4-95,21-4-94,345.61,1.25,1.61,0.013,1,4465.23,4459.65
4237,136,21-4-96,21-4-95,249.87,1.25,2.3,0.013,1,4471.08,4465.33
4239,136,21-4-97,21-4-96,156.98,1.25,2.24,0.013,1,4474.6,4471.08
4240,136,21-4-98,21-4-97,345.92,1.25,3.02,0.013,1,4485.68,4475.24
4242,136,21-4-99,21-4-98,236.66,1.25,2.84,0.013,1,4492.44,4485.71
4244,136,21-4-100,21-4-99,163.2,1.25,2.98,0.013,1,4497.38,4492.52
4245,136,21-4-101,21-4-100,101.75,1.25,1.73,0.013,1,4499.15,4497.39
4246,136,21-4-102,21-4-101,247,1.25,1.85,0.013,1,4503.83,4499.26
4247,136,21-4-103,21-4-102,349.62,1.25,1.7,0.013,1,4509.84,4503.89
4248,136,27-2-7,21-4-103,359.06,1.25,1.21,0.013,1,4514.29,4509.94
4287,136,22-1-40,22-1-39,274.24,1.75,0.96,0.013,1,4461.98,4459.36
4288,136,22-2-1,22-1-40,169.48,2,0.61,0.013,1,4463.16,4462.12
4351,136,22-2-22,22-2-3.1,288.49,2,1.227,0.013,1,4468.35,4464.81
4352,136,22-2-23,22-2-22,184.67,2,1.462,0.013,1,4471.39,4468.69
4353,136,22-2-24,22-2-23,88.26,2,1.371,0.013,1,4472.94,4471.73
4354,136,22-2-25,22-2-24,248.7,2,2.199,0.013,1,4479,4473.53
4355,136,22-2-26,22-2-25,338.95,2,0.935,0.013,1,4482.5,4479.33
4356,136,22-2-27,22-2-26,227.69,2,0.316,0.013,1,4483.64,4482.92
4357,136,22-2-28,22-2-27,213.63,2,2.79,0.013,1,4489.79,4483.83
4358,136,22-2-29,22-2-28,90.88,2,0.429,0.013,1,4490.57,4490.18
4359,136,22-2-30,22-2-29,16.57,2,21.364,0.013,1,4494.24,4490.7
4360,136,22-2-31,22-2-30,318.57,2,2.075,0.013,1,4500.89,4494.28
4361,136,22-2-32,22-2-31,509.34,2,0.62,0.013,1,4504.06,4500.9
4362,136,22-2-32.1,22-2-32,172.28,1.5,2.76,0.013,1,4511.13,4506.38
4363,136,22-3-34,22-2-32.1,46.46,1.5,1.08,0.013,1,4511.7,4511.2
4366,136,22-3-4,22-3-5,5.61,0.67,0.713,0.013,1,4505.44,4505.4
4409,136,22-4-79,22-3-1,380.5,0.67,1.29,0.013,1,4530.16,4525.25
4410,136,22-3-1,22-3-2,420.38,0.67,1.42,0.013,1,4525.21,4519.23
4411,136,22-3-2,22-3-3,388.49,0.67,2.78,0.013,1,4519.14,4508.33
4412,136,22-3-3,22-3-4,175.9,0.67,1.61,0.013,1,4508.3,4505.46
4444,136,22-3-35,22-3-34,289.18,1.25,3.7,0.013,1,4522.43,4511.73
4445,136,22-3-36,22-3-35,400.02,1.25,3.445,0.013,1,4537.12,4523.34
4446,136,22-3-37,22-3-36,250.02,1.25,7.563,0.013,1,4556.05,4537.14
4447,136,22-3-38,22-3-37,199.71,1.25,0.971,0.013,1,4558.21,4556.27
4448,136,22-3-39,22-3-38,214.84,1.25,1.01,0.013,1,4560.43,4558.25
4449,136,22-3-40,22-3-39,300.8,1.25,3.22,0.013,1,4570.16,4560.47
4451,136,22-3-42,22-3-41,363.1,1.25,2.6,0.013,1,4581.76,4572.31
4452,136,22-3-43,22-3-42,386.59,1.25,4.64,0.013,1,4601.6,4583.66
4480,136,22-3-43.1,22-3-43,42.26,1.25,0.71,0.013,1,4602.25,4601.95
4532,136,22-4-15,22-4-46,40.26,0.67,2.93,0.013,1,4556.74,4555.56
4533,136,22-4-46,22-4-47,342.73,0.67,2.28,0.013,1,4555.54,4547.73
4534,136,22-4-47,22-4-48,351.34,0.67,2.34,0.013,1,4547.73,4539.5
4535,136,22-4-48,22-4-49,42.85,0.67,1.87,0.013,1,4539.4,4538.6
4569,136,22-4-49,22-4-79,357.33,0.67,2.33,0.013,1,4538.51,4530.2
4588,136,23-1-75,23-1-75.1,51.52,1,1.51,0.013,1,4632.72,4631.94
4589,136,23-1-75.1,23-1-75.2,31.97,1,0.03,0.013,1,4631.9,4631.89
4590,136,23-1-75.2,23-1-75.3,394.42,1,0.83,0.013,1,4631.68,4628.41
4591,136,23-1-75.3,23-1-75.4,208.88,1.25,0.25,0.013,1,4628.28,4627.75
4592,136,23-1-75.4,23-1-75.5,219.27,1.25,0.26,0.013,1,4627.53,4626.95
4593,136,23-1-75.5,23-1-75.6,138.56,1.25,0.27,0.013,1,4626.59,4626.21
4595,136,23-1-75.6,23-1-75.8,139.16,1.25,0.03,0.013,1,4626.07,4626.03
4597,136,23-1-75.9,23-1-75.10,219.43,1.25,0.27,0.013,1,4623.97,4623.38
4598,136,23-1-75.10,23-1-75.11,235.94,1.25,0.25,0.013,1,4623.24,4622.65
4599,136,23-1-75.11,23-1-75.12,250.93,1.25,0.31,0.013,1,4622.3,4621.52
4600,136,23-1-75.12,23-1-75.13,300.81,1.25,0.22,0.013,1,4621.23,4620.56
4602,136,23-1-75.13,23-1-75.14,208.33,1.25,1.046,0.013,1,4620.54,4618.36
4603,136,23-1-75.14,23-1-75.15,394.43,1,2.865,0.013,1,4618.34,4607.04
4604,136,23-1-75.15,22-3-44,48.67,1.25,1.13,0.013,1,4606.19,4605.64
4684,136,26-2-94,23-1-36,413.96,1.25,1.029,0.013,1,4807.95,4803.69
4686,136,23-1-36,23-1-37,292.79,1,0.782,0.013,1,4803.64,4801.35
4687,136,23-1-37,23-1-38,304.44,0.83,2.28,0.013,1,4801.22,4794.29
4688,136,23-1-38,23-1-39,323.02,0.83,6.77,0.013,1,4794.23,4772.35
4711,136,23-1-39,23-1-62,194.22,0.83,10.32,0.013,1,4772.19,4752.14
4721,136,23-1-62,23-1-72,322.69,0.67,9.5,0.013,1,4751.99,4721.33
4723,136,23-1-73,23-1-74,398.68,0.67,8.435,0.013,1,4685.77,4652.14
4724,136,23-1-74,23-1-75,270.33,0.83,6.28,0.013,1,4652.11,4635.13
4725,136,23-1-77,23-1-75,48.37,0.67,0.414,0.013,1,4632.96,4632.76
4733,136,23-2-6,23-1-83,505.72,0.67,0.392,0.013,1,4636.22,4634.24
4745,136,23-1-75.8,23-1-75.9,196.59,1.25,0.31,0.013,1,4624.98,4624.37
4752,136,23-1-72,23-1-73,355.4,0.67,9.935,0.013,1,4721.29,4685.98
4780,136,23-2-7,23-2-6,14,0.67,0.214,0.013,1,4636.3,4636.27
4781,136,23-2-8,23-2-7,148.56,0.67,0.397,0.013,1,4636.91,4636.32
4783,136,23-2-10,23-2-9,204.31,0.67,0.362,0.013,1,4639.09,4638.35
4784,136,23-2-11,23-2-10,279.2,0.67,1.805,0.013,1,4644.48,4639.44
4924,136,25-2-6,26-3-84,279.39,0.67,0.813,0.013,1,4860.32,4858.05
4925,136,25-2-7,25-2-6,356.22,0.67,2.47,0.013,1,4869.15,4860.34
4936,136,25-2-17,25-2-7,75.14,0.83,1.9,0.013,1,4870.75,4869.32
4937,136,25-2-18,25-2-17,60.96,0.83,1.657,0.013,1,4875.46,4874.45
4938,136,25-2-19,25-2-18,392.3,0.83,0.844,0.013,1,4878.88,4875.57
4939,136,25-2-20,25-2-19,288.73,0.83,0.551,0.013,1,4880.65,4879.06
4944,136,25-2-25,25-2-20,210.98,0.83,0.602,0.013,1,4882.03,4880.76
4948,136,25-2-26,25-2-25,336.13,0.67,4.63,0.013,1,4897.69,4882.13
4949,136,25-2-27,25-2-26,113.26,0.67,4.9,0.013,1,4903.39,4897.84
4950,136,25-2-28,25-2-27,182.61,0.67,4.644,0.013,1,4912.2,4903.72
4951,136,25-2-29,25-2-28,299.32,0.67,7.15,0.013,1,4933.71,4912.31
4952,136,25-2-30,25-2-29,328.69,0.67,6.97,0.013,1,4956.62,4933.72
4953,136,25-2-31,25-2-30,64.67,0.67,13.62,0.013,1,4965.57,4956.76
4954,136,25-2-32,25-2-31,95.93,0.67,26.19,0.013,1,4990.87,4965.75
4963,136,25-2-39,25-2-26,333.47,0.83,5.7,0.013,1,4916.84,4897.82
4964,136,25-2-40,25-2-39,256.89,0.83,4.84,0.013,1,4929.35,4916.92
4965,136,25-2-41,25-2-40,267.92,0.83,5.3,0.013,1,4943.75,4929.55
4966,136,25-2-42,25-2-41,274.43,0.83,3.52,0.013,1,4953.57,4943.92
5029,136,27-4-49,26-1-43,338.88,0.83,4.34,0.013,1,4814.72,4800
5030,136,26-1-43,26-1-44,421.66,0.83,0.28,0.013,1,4799.19,4798.03
5031,136,26-1-44,26-1-45,351.57,0.83,0.33,0.013,1,4797.72,4796.56
5032,136,26-1-45,26-1-46,124.59,0.83,0.714,0.013,1,4796.54,4795.65
5033,136,26-1-46,26-2-1,226.38,0.83,0.155,0.013,1,4795.62,4795.27
5034,136,26-1-47,26-1-46,284.31,0.67,1.738,0.013,1,4801.44,4796.5
5078,136,26-1-88,26-1-47,254.08,0.67,2.637,0.013,1,4808.27,4801.57
5080,136,26-1-90,26-1-88,461.16,0.67,2.77,0.013,1,4821.18,4808.41
5081,136,26-1-91,26-1-90,429.36,0.67,3.34,0.013,1,4835.61,4821.26
5082,136,26-1-92,26-1-91,123.06,0.67,3.12,0.013,1,4839.86,4836.02
5083,136,26-1-93,26-1-92,328.63,0.67,3.216,0.013,1,4850.53,4839.96
5084,136,26-1-94,26-1-93,427.16,0.67,6.67,0.013,1,4879.19,4850.69
5085,136,26-1-95,26-1-94,204.27,0.67,3.97,0.013,1,4887.29,4879.19
5086,136,26-1-96,26-1-95,250.63,0.67,4.18,0.013,1,4897.84,4887.36
5098,136,26-2-1,26-2-2,254.76,0.83,0.4,0.013,1,4795.24,4794.22
5107,136,26-2-2,26-2-11,293.89,0.83,1.017,0.013,1,4794.19,4791.2
5112,136,26-2-11,26-2-16,250.27,0.83,1.107,0.013,1,4791.11,4788.34
5117,136,26-2-16,26-2-21,48.86,0.83,2.824,0.013,1,4788.32,4786.94
5118,136,26-2-21,26-2-22,301.7,0.83,0.8,0.013,1,4786.84,4784.43
5119,136,26-2-22,26-2-23,349.23,0.83,0.33,0.013,1,4784.13,4782.98
5120,136,26-2-23,26-2-24,287.81,0.83,1.22,0.013,1,4782.97,4779.45
5125,136,26-2-28,26-2-29,353.81,0.83,0.4,0.013,1,4776.92,4775.51
5126,136,26-2-29,27-3-105,270.11,0.83,4.08,0.013,1,4775.47,4764.46
5127,136,26-2-30,26-2-29,276.35,0.67,1.23,0.013,1,4778.91,4775.51
5129,136,26-2-32,26-2-30,104.87,0.67,1.59,0.013,1,4780.67,4779
5130,136,26-2-33,26-2-32,151.77,0.67,1.423,0.013,1,4782.94,4780.78
5134,136,26-2-37,26-2-33,251.85,0.67,1.175,0.013,1,4785.94,4782.98
5137,136,26-2-39,26-2-37,62.41,0.67,0.4,0.013,1,4786.34,4786.09
5193,136,26-2-95,26-2-94,29.8,1.25,1.107,0.013,1,4808.55,4808.22
5194,136,26-2-96,26-2-95,216.57,1.25,2.129,0.013,1,4813.19,4808.58
5198,136,26-3-1,26-2-99,97.92,1.25,1.91,0.013,1,4822.35,4820.48
5200,136,26-3-3,26-3-1,253.13,1.25,2.07,0.013,1,4827.69,4822.45
5205,136,26-3-4,26-3-3,78.73,1.25,1.169,0.013,1,4828.64,4827.72
5224,136,26-3-23,26-3-4,290.35,1.25,1.54,0.013,1,4833.43,4828.95
5225,136,26-3-24,26-3-23,332.54,1.25,1.35,0.013,1,4838.09,4833.6
5226,136,26-3-25,26-3-24,165.13,1.25,1.411,0.013,1,4840.72,4838.39
5272,136,26-3-70,26-3-25,15.26,1.25,2.163,0.013,1,4841.21,4840.88
5273,136,26-3-71,26-3-70,380.67,1.25,1.47,0.013,1,4846.8,4841.22
5274,136,26-3-72,26-3-71,34.38,0.67,1.98,0.013,1,4847.62,4846.94
5275,136,26-3-73,26-3-72,238.67,0.67,1.47,0.013,1,4851.19,4847.68
5283,136,11-2-36,11-2-81,265.46,0.83,3.61,0.013,1,5104.83,5095.26
5284,136,11-2-81,11-2-31,133,0.83,3.43,0.013,1,5095.15,5090.59
5289,136,26-3-74,26-3-73.1,21.81,1.25,0.55,0.013,1,4855.24,4855.12
5290,136,26-3-75,26-3-74,287.01,1,0.146,0.013,1,4855.69,4855.27
5297,136,26-3-83,26-3-76,113.28,1,0.097,0.013,1,4855.99,4855.88
5298,136,26-3-84,26-3-83,157.42,0.67,1.207,0.013,1,4858,4856.1
5308,136,26-3-73.1,26-3-73.5,136.12,1,0.147,0.013,1,4855.06,4854.86
5397,136,27-1-52,28-4-36.2,174.31,0.67,1.15,0.013,1,4582.54,4580.54
5476,136,27-1-45,27-2-118,272.58,0.83,7.92,0.013,1,4765,4743.42
5477,136,27-1-46,27-1-45,304.63,0.83,2.51,0.013,1,4772.68,4765.02
5478,136,27-1-47,27-1-46,81.45,1,0.282,0.013,1,4772.98,4772.75
5480,136,27-1-48,27-1-47.1,230.3,1,0.443,0.013,1,4774.33,4773.31
5482,136,27-1-49,27-1-48,34.54,1,0.376,0.013,1,4774.54,4774.41
5484,136,27-1-51,27-1-49,476.92,1,0.85,0.013,1,4778.61,4774.56
5485,136,27-4-24,27-1-51,207.75,1,0.47,0.013,1,4779.61,4778.64
5489,136,27-2-3,27-2-4,383.22,0.67,4.48,0.013,1,4565.13,4547.98
5490,136,27-2-4,27-2-5,298.04,0.67,3.6,0.013,1,4547.91,4537.18
5491,136,27-2-5,27-2-6,350.09,0.67,3.7,0.013,1,4537.15,4524.2
5492,136,27-2-6,27-2-7,382.24,0.67,2.44,0.013,1,4524.16,4514.83
5543,136,27-2-54,27-2-7,401.83,1,2.24,0.013,1,4523.37,4514.35
5544,136,27-2-55,27-2-54,73.98,1,2.19,0.013,1,4525.19,4523.57
5558,136,27-2-69,27-2-69.1,249.23,1,2.91,0.013,1,4539.48,4532.22
5559,136,27-2-70,27-2-69,188.46,1,3.45,0.013,1,4546.11,4539.6
5560,136,27-2-71,27-2-70,350.26,1,3.77,0.013,1,4559.31,4546.12
5611,136,27-2-101,27-2-71,49.99,1,3.9,0.013,1,4561.37,4559.42
5612,136,27-2-102,27-2-101,396.8,1,2.17,0.013,1,4570.09,4561.47
5614,136,27-2-104,27-2-103,313.9,1,4.45,0.013,1,4592.17,4578.2
5615,136,27-3-87,27-2-104,331.82,0.83,4.38,0.013,1,4606.75,4592.22
5616,136,27-2-105,27-2-104,365.85,0.83,4.02,0.013,1,4607.02,4592.32
5617,136,27-2-106,27-2-105,351.34,0.83,1.95,0.013,1,4613.87,4607.03
5618,136,27-2-107,27-2-106,137.74,0.83,4.06,0.013,1,4619.48,4613.89
5619,136,27-2-108,27-2-107,127.18,0.83,3.87,0.013,1,4624.55,4619.63
5622,136,27-2-109,27-2-108,37.46,0.83,4.62,0.013,1,4626.28,4624.55
5623,136,27-2-110,27-2-109,235.8,0.83,7.15,0.013,1,4643.27,4626.4
5625,136,27-2-111,27-2-110,113.84,0.83,6.64,0.013,1,4650.95,4643.39
5626,136,27-2-112,27-2-111,127.01,0.83,6.716,0.013,1,4660,4651.47
5628,136,27-2-113,27-2-112,268.48,0.83,6.805,0.013,1,4678.43,4660.16
5629,136,27-2-114,27-2-113,236.57,0.83,8.71,0.013,1,4699.12,4678.52
5631,136,27-2-115,27-2-114,115.56,0.83,8.68,0.013,1,4709.3,4699.27
5632,136,27-2-116,27-2-115,132.79,0.83,8.95,0.013,1,4721.26,4709.38
5634,136,27-2-117,27-2-116,212.65,0.83,9.11,0.013,1,4740.72,4721.35
5635,136,27-2-118,27-2-117,30.19,0.83,7.25,0.013,1,4743.18,4740.99
5744,136,27-3-88,27-3-87,404.05,0.83,4.99,0.013,1,4626.95,4606.77
5745,136,27-3-89,27-3-88,302.35,0.83,5.24,0.013,1,4642.81,4626.97
5758,136,27-3-102,27-3-90,223.83,0.83,7.46,0.013,1,4668.83,4652.14
5759,136,27-3-103,27-3-102,347.79,0.83,9.04,0.013,1,4700.43,4668.99
5760,136,27-3-104,27-3-103,350.53,0.83,9.97,0.013,1,4735.74,4700.8
5761,136,27-3-105,27-3-104,294.67,0.83,9.43,0.013,1,4764.34,4736.55
5789,136,27-4-25,27-4-24,554.81,1,0.43,0.013,1,4782.04,4779.68
5795,136,27-4-29,27-4-25,190.69,1,0.341,0.013,1,4782.73,4782.08
5797,136,27-4-31,27-4-29,114.84,1,0.418,0.013,1,4783.31,4782.83
5798,136,27-4-32,27-4-31,367.79,1,0.326,0.013,1,4784.53,4783.33
5799,136,27-4-33,27-4-32,301.8,1,2.79,0.013,1,4793.13,4784.7
5800,136,27-4-34,27-4-33,162.85,1,3.71,0.013,1,4799.2,4793.16
5805,136,27-4-37,27-4-34,236.25,0.83,4.79,0.013,1,4810.52,4799.2
5806,136,27-4-38,27-4-37,350.16,0.83,4.71,0.013,1,4827.03,4810.54
5807,136,27-4-39,27-4-38,203.72,0.83,4.97,0.013,1,4837.23,4827.1
5808,136,35-2-76,34-3-87,407.39,0.83,4.33,0.013,1,4868.24,4850.6
5875,136,28-1-30,28-1-21,220.76,1.25,0.7,0.013,1,4485.77,4484.23
5878,136,28-1-33,28-1-31,90.69,1.25,1.2,0.013,1,4490,4488.91
5882,136,28-1-37,28-1-33,304.84,1.25,1.35,0.013,1,4494.14,4490.03
5883,136,28-1-38,28-1-37,133.93,1.25,1.053,0.013,1,4495.63,4494.22
5895,136,28-1-49,28-1-38,209.31,1.25,1.29,0.013,1,4498.54,4495.84
5899,136,28-1-53,28-1-50,103.57,1.25,1.4,0.013,1,4500.8,4499.35
5901,136,28-1-55,28-1-53,19.73,1.25,1.37,0.013,1,4501.08,4500.81
5902,136,28-1-56,28-1-55,282.95,1.25,1.64,0.013,1,4505.74,4501.09
5906,136,28-1-60,28-1-56,104.31,1.25,1.9,0.013,1,4507.84,4505.86
5912,136,28-1-66,28-1-60,501.76,1.25,1.76,0.013,1,4516.92,4508.08
5921,136,28-1-74,28-1-66,17.92,1.25,1.06,0.013,1,4517.15,4516.96
5922,136,28-1-75,28-1-74,21.67,1.25,1.569,0.013,1,4517.56,4517.22
5924,136,28-1-77,28-1-75,182.01,1.25,1.89,0.013,1,4521.16,4517.72
5925,136,28-4-12,28-1-77,163.45,1.25,1.69,0.013,1,4524.12,4521.36
5992,136,28-2-58,28-2-59,199.76,0.67,1.53,0.013,1,4527,4523.94
5996,136,28-2-63,28-2-64,208.83,0.67,1.44,0.013,1,4522.54,4519.53
5997,136,28-2-59,28-2-63,102.7,0.67,1.1,0.013,1,4523.7,4522.57
6001,136,28-2-64,28-2-68,148.67,0.67,1.29,0.013,1,4519.53,4517.61
6003,136,28-2-69,28-2-70,187.2,0.67,2.36,0.013,1,4513.66,4509.25
603,136,3-1-14,3-1-13.1,96.59,1,1.05,0.013,1,4836.14,4835.13
6050,136,28-3-21,28-3-22,12.69,0.667,2.285,0.013,1,4523.79,4523.5
6082,136,28-3-22,28-3-54,219.72,0.667,1.293,0.013,1,4523.55,4520.71
6084,136,28-3-54,28-3-54.1,163.68,0.667,1.259,0.013,1,4520.68,4518.62
6085,136,28-3-54.1,28-3-56,143.27,0.667,1.354,0.013,1,4518.59,4516.65
6090,136,28-3-56,28-3-61,256.04,0.667,1.211,0.013,1,4516.52,4513.42
6091,136,28-3-61,28-3-62,397.19,0.667,1.365,0.013,1,4513.4,4507.98
6092,136,28-3-62,28-3-63,31.49,0.667,3.811,0.013,1,4507.96,4506.76
6137,136,28-4-10,28-4-11,147.1,1.25,1.693,0.013,1,4530.33,4527.84
6138,136,28-4-11,28-4-12,197.78,1.25,1.81,0.013,1,4527.83,4524.26
6140,136,28-4-13,28-4-10,45.46,1.25,1.69,0.013,1,4531.32,4530.55
6141,136,28-4-14,28-4-13,158.5,1.25,1.97,0.013,1,4534.5,4531.37
6142,136,28-4-15,28-4-14,418.05,1.25,1.82,0.013,1,4542.15,4534.54
6145,136,28-4-18,28-4-15,113.03,1,2.875,0.013,1,4546.42,4543.17
6146,136,28-4-19,28-4-18,266.94,1,2.222,0.013,1,4552.41,4546.48
6147,136,28-4-20,28-4-19,196.57,1,1.185,0.013,1,4554.84,4552.51
6148,136,33-3-34,28-4-20,296.94,1,0.61,0.013,1,4556.73,4554.92
6150,136,28-4-22,28-4-21,365.78,1.25,2.25,0.013,1,4556.51,4548.27
6151,136,33-3-50,28-4-22,358.27,1.25,1.68,0.013,1,4562.57,4556.55
6152,136,28-4-23,28-4-21,77.8,0.67,0.72,0.013,1,4549.98,4549.42
6153,136,28-4-24,28-4-23,220.93,0.67,0.35,0.013,1,4550.75,4549.98
6154,136,28-4-25,28-4-24,324.1,0.67,0.66,0.013,1,4553.33,4551.19
6155,136,28-4-36.2,28-4-36,60.72,0.67,0.46,0.013,1,4580.31,4580.03
6157,136,28-4-26,28-4-25,199.17,0.67,0.668,0.013,1,4554.76,4553.43
6161,136,28-4-30,28-4-26,146.61,0.67,2.34,0.013,1,4558.34,4554.91
6162,136,28-4-31,28-4-30,165.37,0.67,0.925,0.013,1,4560.01,4558.48
6163,136,28-4-32,28-4-31,340.05,0.67,0.888,0.013,1,4563.07,4560.05
6164,136,28-4-33,28-4-32,170.71,0.67,0.9,0.013,1,4564.81,4563.28
6165,136,28-4-34,28-4-33,227.85,0.67,1.39,0.013,1,4568.13,4564.96
6167,136,28-4-36,28-4-35,471.31,0.67,1.51,0.013,1,4579.88,4572.74
619,136,3-1-30,4-3-62,184.92,0.83,2.04,0.013,1,4765.73,4761.96
6204,136,29-3-2,29-3-3,329.52,1,1.621,0.013,1,4478.79,4473.45
6205,136,29-3-3,29-3-4,18.17,1,0.771,0.013,1,4473.39,4473.25
6208,136,29-3-4,29-3-7,384.67,1,2.86,0.013,1,4473.23,4462.22
6209,136,29-3-7,29-3-8,138.67,1,3.1,0.013,1,4460.97,4456.67
621,136,3-1-32,3-1-30,62.13,0.83,1.481,0.013,1,4766.73,4765.81
6213,136,29-3-8,29-3-12,88.7,1,2.58,0.013,1,4456.65,4454.36
6214,136,29-3-12,29-3-13,217.42,1.25,0.064,0.013,1,4454.13,4453.99
622,136,3-1-33,3-1-32,310.34,0.83,1.737,0.013,1,4772.32,4766.93
6224,136,29-3-13,29-3-22,208.58,1.25,0.34,0.013,1,4453.93,4453.22
623,136,3-1-34,3-1-33,56.84,0.67,1.337,0.013,1,4773.17,4772.41
6231,136,29-3-28,29-3-29.1,152.3,1.25,1.13,0.013,1,4451.41,4449.69
6232,136,29-3-29,29-3-30,218.8,1.25,1.1,0.013,1,4447.54,4445.13
6233,136,29-3-30,29-3-31,165.17,1.25,1.18,0.013,1,4444.98,4443.03
6234,136,29-3-31,29-3-32,207.62,1.25,1.233,0.013,1,4442.99,4440.43
6237,136,29-3-33,29-3-34,349.11,1.25,1.81,0.013,1,4483.85,4477.52
6238,136,29-3-34,29-3-35,217.43,1.25,1.99,0.013,1,4477.3,4472.97
6239,136,29-3-35,29-3-36,192.89,1.25,2.19,0.013,1,4472.95,4468.72
6240,138,29-3-36,29-3-37,212.07,1.25,2.32,0.013,1,4468.71,4463.79
6241,138,29-3-37,29-3-38,64.53,1.25,0.682,0.013,1,4463.21,4462.77
6242,138,29-3-38,29-3-39,89.82,1.25,1.982,0.013,1,4462.75,4460.97
6243,136,29-3-39,29-3-40,55.46,1.25,10.21,0.013,1,4460.56,4454.9
6244,136,29-3-40,29-3-41,439.79,2.5,1.551,0.013,1,4453.85,4447.03
6245,136,29-3-41,29-3-42,186.62,2.5,1.61,0.013,1,4447.01,4444
6246,136,29-3-42,29-3-43,239.11,2.25,2.07,0.013,1,4443.86,4438.91
6247,136,29-3-43,29-3-44,251.64,2.25,0.78,0.013,1,4438.79,4436.83
6248,136,29-3-44,29-3-45,129.92,2.25,0.631,0.013,1,4436.83,4436.01
6251,136,29-3-45,29-3-48,103.57,2.25,0.811,0.013,1,4435.99,4435.15
