name,id,x,y,ground_elevation,invert_elevation,node_type
28-2-58,134,46863.17,59757.83,4536.68,4527,19
28-2-59,134,46864.17,59957.59,4533.63,4523.7,19
28-2-63,134,46865.38,60060.28,4532.01,4522.54,
28-2-64,134,46866.64,60269.11,4528.51,4519.53,19
28-2-68,134,46868.31,60417.77,4526.69,4517.56,
28-2-69,134,46869.83,60572.83,4524.76,4513.66,19
28-2-70,134,46871.18,60760.03,4518.55,4508.16,19
28-2-95,134,44315.79,58759.99,4478.43,4466.67,
28-2-96,134,44497.15,58678.85,4477.46,4469.17,
28-3-21,134,47914.96,59431.8,4536.43,4523.72,19
28-3-22,134,47915.14,59444.49,4536.19,4523.5,19
28-3-54,134,47915.63,59664.21,4531.11,4520.68,19
28-3-54.1,134,47918.87,59827.86,4528.72,4518.59,
28-3-56,134,47920.29,59971.12,4526.36,4516.52,19
28-3-61,134,47922.85,60227.15,4522.6,4513.4,
28-3-62,134,47926.74,60624.32,4515.59,4507.96,
28-3-63,134,47928.22,60655.77,4515.81,4506.74,19
28-4-10,134,47266.06,56490.04,4539.94,4530.33,19
28-4-11,134,47168.87,56600.46,4537.68,4527.83,
28-4-12,134,47001.42,56705.7,4532.95,4524.12,
28-4-13,134,47295.43,56455.34,4540.52,4531.32,
28-4-14,134,47400.72,56336.86,4542.31,4534.5,
28-4-15,134,47746.1,56101.32,4551.62,4542.15,19
28-4-18,134,47701.03,55997.66,4555.91,4546.42,
28-4-19,134,47683.95,55731.27,4565.05,4552.41,
28-4-20,134,47615.58,55546.97,4566.27,4554.84,
28-4-21,134,48080.16,55883.05,4558.38,4548.15,19
28-4-22,134,48382.93,55677.8,4565.71,4556.51,
28-4-23,134,48131.92,55941.14,4558.14,4549.98,
28-4-24,134,48351.74,55919.07,4559.24,4550.75,
28-4-25,134,48382.38,56241.72,4557.47,4553.33,
28-4-26,134,48581.48,56236.34,4561.41,4554.76,19
28-4-30,134,48596.48,56090.5,4564.77,4558.34,
28-4-31,134,48663.72,55939.42,4565.88,4560.01,
28-4-32,134,48921.02,55717.09,4573.01,4563.07,
28-4-33,134,49091.71,55714.2,4574.56,4564.81,
28-4-34,134,49088.47,55486.37,4575.86,4568.13,
28-4-35,134,49510.71,55481.93,4579.99,4572.68,
28-4-36,134,49982,55477.62,4589.91,4579.88,
28-4-36.2,134,50030.56,55441.17,4588.76,4580.31,19
29-3-1,134,42730.49,58201.74,4494.11,4483.99,19
29-3-12,134,43254.14,59163.89,4466.97,4454.13,
29-3-13,134,43371.95,59346.62,4464.65,4453.9,
29-3-2,134,42783.61,58329.4,4488.08,4478.79,
29-3-22,134,43482.85,59523.28,4464.16,4453.2,19
29-3-28,134,43609.91,59871.37,4464.31,4451.41,19
29-3-28.5,134,43569.78,59662.55,4464.01,4452.14,
29-3-29,134,43581.11,60191.44,4458.11,4447.54,
29-3-29.1,134,43596.71,60023.1,4462.84,4449.61,
29-3-3,134,42921.24,58628.8,4482.79,4473.39,19
29-3-30,134,43573.29,60410.1,4454.88,4444.98,
29-3-31,134,43611.35,60570.83,4452.56,4442.99,19
29-3-32,134,43659.55,60772.78,4449.63,4440.4,
29-3-33,134,42789.71,58330.11,4487.91,4483.85,
29-3-34,134,42937.08,58646.59,4482.21,4477.3,
29-3-35,134,43052.63,58830.78,4477.41,4472.95,
29-3-36,134,43154.63,58994.49,4472.16,4468.71,
29-3-37,134,43266.95,59174.37,4466.61,4463.21,
29-3-38,134,43301.84,59228.65,4465.37,4462.75,
29-3-39,134,43349.81,59304.6,4464.41,4460.56,
29-3-4,134,42930.21,58644.6,4482.36,4473.23,
29-3-40,134,43364.64,59358.04,4464.54,4453.85,19
29-3-41,134,43535.84,59763.14,4463.01,4447.01,
29-3-42,134,43460.26,59933.77,4458.9,4443.86,
29-3-43,134,43312.7,60121.92,4454.89,4438.79,
29-3-44,134,43114.56,60277.05,4449.75,4436.83,
29-3-45,134,43010.16,60354.25,4447.86,4435.99,19
29-3-48,134,42926.2,60415.03,4446.82,4434.92,19
29-3-51,134,42570.53,60680.81,4446.62,4431.69,
29-3-52,134,42438.75,60802.5,4441.44,4430.32,
29-3-63,134,43413.12,59325.19,4464.22,4454.09,
29-3-65,134,43430.36,59303.06,4463.51,4454.3,
29-3-66,134,43469.98,59274.07,4463.89,4454.91,19
29-3-67,134,43698.44,59159.47,4467.23,4457.43,
29-3-68,134,43838.44,59118.29,4471.03,4458.97,19
29-3-69,134,43946.83,59086.6,4471.31,4460.21,
29-3-7,134,43133.9,58970.91,4472.96,4460.97,
29-3-70,134,44105.65,59026.08,4471.97,4461.43,19
29-3-8,134,43207.63,59088.36,4469.16,4456.65,19
29-4-20,134,41654.78,57010.05,4505.03,4495.37,19
29-4-21,134,42000.13,57011.78,4510.27,4500.9,
29-4-22,134,42348.65,57014.08,4516.1,4506.22,
29-4-23,134,42650.77,57015.92,4520.41,4511.06,
29-4-24,134,42942.99,57017.14,4524.47,4515.26,
29-4-25,134,42958.66,56842.34,4524.97,4516.08,19
29-4-26,134,43127.14,56841.54,4542.07,4527.17,
29-4-27,134,43127.02,56338.07,4558.16,4545.11,
29-4-28,134,43124.95,56103.02,4560.06,4545.4,
29-4-29,134,43103,56091.66,4560.12,4545.56,
29-4-30,134,43101.8,55801.99,4561.58,4546.71,
29-4-31,134,41659.12,57541.53,4505.78,4493.91,
29-4-32,134,41662.51,57838.15,4504.47,4492.92,
29-4-33,134,41665.6,58149.61,4500.37,4491.97,
29-4-34,134,42017.04,58160.07,4508.28,4491.05,
29-4-35,134,42042.51,58212.69,4500.03,4490.96,
29-4-36,134,42263.85,58118.42,4507.06,4489.86,
29-4-37,134,42311.33,58274.14,4501.6,4489.65,
29-4-37.1,134,42342.66,58278.35,4501.72,4489.44,
29-4-37.2,134,42411.99,58242.79,4502.22,4489.09,
29-4-37.3,134,42472.6,58223.84,4499.56,4488.88,
29-4-38,134,42531.79,58177.74,4505.65,4488.67,
29-4-39,134,42718.02,58170.32,4495.9,4485.29,19
29-4-40,134,42712.5,58150.38,4497.2,4488.08,19
29-4-40.1,134,42718.72,58156.31,4496.55,4487.03,
29-4-40A,134,42713.254,58153.203,4497.2,0,
29-4-41,134,42661.65,57977.92,4508.18,4497.53,
29-4-42,134,42643.94,57820.58,4516.41,4504.48,
29-4-43,134,42617.77,57800.55,4517.08,4506.36,
29-4-44,134,42616.8,57685.02,4519.24,4513.13,
29-4-45,134,42679.17,57443.6,4521.55,4514.27,
29-4-46,134,42728.19,57175.04,4521.58,4515.5,
29-4-47,134,42729.62,57022.15,4521.45,4516.58,
29-4-48,134,42949.1,57021.04,4524.7,4518.74,
29-4-49,134,42959.49,56852.06,4524.34,4519.98,
29-4-50,134,43037.38,56851.11,4531.26,4521.79,
29-4-51,134,43033.75,56572.92,4537.16,4529.62,
29-4-52,134,43130.83,56570.27,4549.38,4539.67,
29-4-53,134,43132.62,56393.44,4554.5,4543.44,
29-4-54,134,43135.44,56142.26,4559.69,4545.12,19
29-4-55,134,43132.48,56088.93,4560.49,4545.52,
29-4-56,134,43112.76,56074.65,4560.14,4545.73,
29-4-57,134,43106.55,55811.23,4561.56,4546.34,
29-4-58,134,43104.66,55535.11,4562.16,4546.94,19
3-1-117,134,49542.35,44888.41,4805.23,4792.14,19
3-1-118,134,49582.57,44887.35,4805.66,4792.48,19
3-1-119,134,49979.86,44888.3,4811.25,4799.33,
3-1-119.1,134,50041.76,44888.24,4812.26,4800.42,19
3-1-120,134,50374.62,44884.87,4820.11,4806.26,
3-1-121,134,50394.29,44894.22,4820.74,4807.72,
3-1-13,134,50782.27,44893.86,4837.46,4827.46,
3-1-13.1,134,51190.47,44892.27,4845.95,4835.07,
3-1-14,134,51284.74,44871.24,4846.7,4836.14,19
3-1-30,134,49685.82,46539.81,4774.89,4765.73,19
3-1-32,134,49747.95,46539.31,4775.88,4766.73,
3-1-33,134,50051.39,46604.41,4781.8,4772.32,
3-1-34,134,50106.99,46616.23,4782.93,4773.17,19
3-1-37,134,50391.07,46677.62,4788.97,4776.81,19
3-1-39,134,50627.94,46728.68,4793.56,4786.05,
3-1-40,134,50677.62,46718.12,4794.88,4786.8,19
3-1-42,134,50962.68,46660.8,4799.62,4789.82,19
3-1-46,134,51066.69,46639.28,4801.28,4791.1,
3-1-47,134,51209.36,46606.1,4803.66,4793.99,19
3-1-48,134,51294.03,46585.26,4805.37,4795.57,19
3-1-70,134,51472.27,46540.03,4809.31,4799.28,19
3-1-72,134,51711.12,46461.18,4815.09,4805.48,19
3-1-75,134,51857.6,46413.45,4818.87,4809.38,
3-1-76,134,51959.2,46377.37,4821.86,4811.91,19
3-2-13,134,50312.96,48244.97,4830.51,4820.71,
3-2-14,134,50740.19,48012.51,4837.27,4824.91,
3-2-15,134,50957.54,48028.45,4840.39,4827.12,19
3-2-19,134,51285.94,47901.37,4846.24,4829.74,19
3-2-21,134,51513.21,47877.49,4850.05,4838.67,19
3-2-23,134,51845.61,47840.49,4855.73,4844.5,
3-2-5,134,49708.05,48254.61,4819.3,4804.62,19
3-2-6,134,49978.8,48250.17,4826.1,4812.65,19
3-3-1,134,52156.15,47769.91,4861.07,4850.48,
3-3-2,134,52241.5,47714.4,4862.59,4852.49,19
3-3-3,134,52355.25,47628.53,4864.21,4852.96,19
3-3-4,134,52472.55,47542.46,4866.45,4855.25,
3-4-28,134,52285.06,46261.35,4834.31,4820.01,19
3-4-28.1,134,52241.29,46277.56,4831.6,4819.26,
3-4-29,134,52619.32,46142.73,4841.72,4829.34,
3-4-30,134,52995.9,46009.58,4850.6,4840.19,
3-4-31,134,53419.59,45859.25,4864.61,4853.66,
3-4-32,134,53761.14,45737.72,4877.85,4864.46,19
3-4-34,134,53826.45,45714.51,4879.23,4867.1,19
3-4-84,134,53441.74,47219.58,4884.07,4871.37,19
3-4-90,134,53159.86,47219.28,4879.21,4867.38,19
3-4-92,134,52861.06,47298.43,4875.08,4861.78,19
3-4-94,134,52661.3,47404.91,4870.18,4856.32,19
3-4-95,134,52632.62,47424.88,4869.64,4855.87,19
32-3-1,134,43100.41,55517.57,4561.92,4547.45,
32-3-13,134,43088.35,53149.79,4567.22,4553.09,
32-3-14,134,43106.67,55490.78,4561.76,4547.04,19
32-3-15,134,43102.13,54966.02,4559.85,4548.59,
32-3-16,134,43099.96,54441.62,4559.2,4549.69,19
32-3-2,134,43098.57,55153.66,4560.21,4548.49,
32-3-20,134,43099.39,54278.89,4560.81,4550.25,19
32-3-22,134,43098.88,53976.52,4562.23,4550.85,19
32-3-24,134,43098.1,53903.23,4562.7,4551.22,
32-3-25,134,43096.92,53654.31,4563.62,4551.82,19
32-3-27,134,43096.35,53549.86,4565.03,4552.03,
32-3-28,134,43094.99,53405.4,4567.58,4552.36,
32-3-29,134,43091.87,53197.32,4567.99,4552.76,
32-3-29.1,134,43093.56,53025.66,4565.72,4553.19,19
32-3-3,134,43096.95,54754.91,4557.53,4549.72,
32-3-31,134,43092.56,52902.92,4565.04,4553.77,19
32-3-4,134,43095.17,54436.31,4558.68,4550.21,
32-3-5,134,43094.4,54354.91,4560.03,4550.45,
32-3-6,134,43092.89,53955.53,4562.24,4551.34,
32-3-7,134,43091.22,53653.99,4563.11,4552.13,
32-3-8,134,43091.21,53553.68,4564.6,4552.3,
32-3-9,134,43090.03,53423.38,4567.41,4552.47,19
32-4-1,134,43070.04,50253.63,4627.74,4618.3,
32-4-14,134,43249.69,51119.54,4609.93,4600.04,
32-4-15,134,43079.02,51306.71,4591.26,4577.87,
32-4-16,134,43081.56,51653.45,4573.84,4564.82,
32-4-17,134,43083.72,52052.6,4567.85,4559.35,19
32-4-2,134,43069.85,50283.22,4626.34,4615.4,
32-4-28,134,43085.28,52367.22,4565.48,4555.15,
32-4-29,134,43091.03,52367.82,4565.43,4555.18,
32-4-2A,134,43070.075,50303.167,4626.34,4615.6,
32-4-3,134,43070.6,50522.56,4617.34,4605.95,
32-4-32,134,43087.03,52712.65,4563.9,4554.41,
32-4-33,134,43086.7,52731.9,4563.82,4554.22,
32-4-4,134,43094.63,50900.57,4612.4,4602.4,
32-4-42.1,134,43077.04,50256.32,4627.97,4617.36,
32-4-43,134,43076.95,50298.44,4625.64,4614.42,
32-4-44,134,43077.06,50638.65,4613.76,4609.34,
32-4-45,134,43087.82,50883.06,4612.5,4605.75,
32-4-46,134,43157.96,50984.28,4612.04,4602.61,
32-4-47,134,43245.18,51113.31,4609.6,4599.94,
32-4-48,134,43124.75,51242.12,4596.08,4586.25,
32-4-49,134,43102.2,51319.4,4590.84,4583.01,
32-4-5,134,43260.53,51108.28,4611.19,4601.48,19
32-4-50,134,43086.67,51665.26,4573.48,4568.82,
32-4-51,134,43090.62,52019.96,4568.28,4563.76,
32-4-52,134,44086.96,52359.01,4623.49,4615,
32-4-53,134,44059.15,52321.83,4623.85,4613.64,
32-4-54,134,43820.89,52332.47,4613.93,4601.91,
32-4-55,134,43484.38,52331.56,4586.91,4574.62,
32-4-56,134,43263.45,52331.56,4574.53,4562.92,
32-4-57,134,43090.93,52330.3,4565.53,4556.23,19
33-1-113,134,44301.03,52854.05,4630.85,4621.74,
33-1-114,134,44461.21,52859.94,4634.09,4624.48,
33-1-3,134,44283.4,51365.07,4652.43,4642.4,19
33-1-49,134,44286.1,51709.36,4645.5,4634.79,
33-1-50,134,44287.97,52004.52,4639.76,4628.23,19
33-1-72,134,44289.04,52060.18,4638.13,4627.13,
33-1-73,134,44290.42,52358.46,4632.63,4620.3,
33-1-74,134,44290.88,52368.4,4632.99,4620.88,
33-1-75,134,44295.3,52587.69,4630.51,4621.24,19
33-2-45,134,44462.3,53024.95,4634.63,4624.92,19
33-3-3,134,47517.4,54327.84,4589.76,4571.95,19
33-3-34,134,47612.93,55250.04,4569.04,4556.73,
33-3-35,134,47609.47,55019.64,4570.59,4558.88,19
33-3-36,134,47611.45,54648.21,4577.52,4564.43,
33-3-36.1,134,47531.17,54379.64,4589.67,4571.46,
33-3-37,134,47916.22,54224.78,4597.47,4585.85,19
33-3-50,134,48598.58,55391.7,4572.93,4562.57,
33-3-51,134,49001.88,55140.63,4581.12,4568.71,19
33-3-51.1,134,49350.93,54953.46,4584.58,4571.69,
33-3-51.2,134,49561.16,55005.1,4584.11,4575.56,
33-3-60,134,47901.42,53880.99,4612.93,4603.43,
33-3-61,134,47889.33,53795.73,4614.41,4604.71,
33-3-62,134,47836.65,53692.84,4615.6,4605.7,19
33-3-63,134,48042.09,53592.48,4620.26,4608.21,
33-3-64,134,48080.65,53449.58,4622.38,4608.83,
33-3-65,134,48077.9,53127.57,4621.26,4610.21,
33-4-106,134,48058.87,52813.51,4620.28,4611.61,19
33-4-63,134,47952.8,52515.09,4631.96,4619.49,19
33-4-64,134,48223.83,52515.63,4633.48,4621.24,
33-4-65,134,48341.45,52515.27,4634.12,4625.25,
33-4-66,134,48405.48,52385.8,4639.6,4629.99,
33-4-67,134,48476.87,52373.26,4641.03,4631.13,19
33-4-77,134,48787.66,52321.97,4645.89,4635.72,
33-4-78,134,48942.3,52284.29,4648.74,4637.48,
33-4-79,134,49261.13,52306.48,4653.35,4643.96,19
33-4-90,134,49339.76,52311.82,4655.18,4645.01,
33-4-91,134,49436.84,52218.48,4657.91,4647.3,
33-4-92,134,48051.29,52699.36,4622.47,4612.67,19
34-1-19,134,49550.13,51888.13,4665.1,4655.12,19
34-1-20,134,49684.44,51908.03,4666.7,4655.88,
34-1-21,134,50032.63,51947.35,4668.22,4657.56,
34-1-22,134,50065.69,51949.75,4669.32,4657.59,19
34-1-23,134,50154.51,51815.51,4673.73,4658.19,
34-1-24,134,50324.78,51812.43,4676.18,4661.82,
34-1-25,134,50456.62,51510.38,4675.72,4664.66,
34-1-26,134,50784.53,51506.22,4684.38,4670.83,19
34-2-10,134,51461.57,52824.59,4646.28,4636.34,
34-2-11,134,51537.99,52823.11,4647.63,4637.74,19
34-2-12,134,51670.88,52821.23,4650.7,4640.41,19
34-2-13,134,51862.65,52820.13,4655.57,4644.46,
34-2-14,134,51997.17,52818.36,4658.16,4647.02,19
34-2-15,134,49831.88,53515.94,4612.84,4602.18,
34-2-16,134,49847.47,53813.35,4611.5,4600.69,
34-2-17,134,49863.1,54113.28,4610.25,4599.08,
34-2-18,134,49880.66,54446.55,4600.91,4589.03,19
34-2-18.1,134,49870.63,54572.68,4595.55,4586,
34-2-19,134,49852.54,54810.17,4593.55,4578.51,
34-2-20,134,49937.21,54868,4592.72,4580.44,
34-2-21,134,50118.16,54803.78,4594.82,4585.38,
34-2-22,134,50423.88,54737.13,4600.14,4589.77,19
34-2-23,134,50424.38,54450.67,4606.09,4593.72,
34-2-24,134,50480.68,54386.81,4607.1,4595,19
34-2-31,134,50768.32,54284.54,4610.76,4599.77,19
34-2-35,134,50843.89,54257.89,4611.44,4601.11,
34-2-36,134,51049.5,54184.87,4614.85,4604.51,19
34-2-39,134,51220.65,54123.86,4620.92,4607.36,
34-2-4,134,49815.67,53188.58,4622.26,4612.18,19
34-2-40,134,51547.99,54013.45,4625.77,4613.97,19
34-2-41,134,51658.23,53972.55,4626.68,4616.36,
34-2-49,134,51937.62,53870.74,4630.74,4622.24,
34-2-5,134,50027.31,53027.32,4628.89,4618.33,
34-2-6,134,50278.99,52839.6,4633.88,4623.25,19
34-2-7,134,50366.74,52835.48,4633.69,4624.09,19
34-2-73,134,51233.27,52826.12,4643.06,4631.33,19
34-2-75,134,50701.55,52832.21,4634.63,4626.01,19
34-2-8,134,50662.32,52832.83,4634.44,4625.71,
34-2-9,134,51061.67,52828.08,4639.87,4628.59,
34-2-9.1,134,51319.45,52825.79,4644.22,4633.52,19
34-3-1,134,52359.41,52815.06,4664.94,4654.5,19
34-3-10,134,52916.35,53494.51,4651.07,4641.04,
34-3-11,134,53055.53,53464.91,4654.73,4643.77,19
34-3-12,134,53197.78,53377.9,4657.79,4647.09,
34-3-13,134,53494.63,53199.9,4666.44,4649.34,
34-3-14,134,53653.02,53197.18,4666.81,4649.94,19
34-3-19,134,53660.49,53269.87,4663.77,4650.5,19
34-3-2,134,52658.21,52811.71,4671.85,4660.29,
34-3-23,134,54327.39,52957.5,4676.78,4663.9,19
34-3-26,134,54465.63,53056.85,4675.49,4664.15,
34-3-26.1,134,54565.52,52909.14,4677.26,4666.68,
34-3-28,134,53677.21,53459.7,4662.58,4651.07,
34-3-29,134,53742.99,53600.24,4664.14,4651.86,19
34-3-3,134,52917.62,52809.45,4676.74,4666.66,19
34-3-31,134,53927.9,53508.62,4665.58,4654.19,
34-3-32,134,54127.68,53462.89,4666.38,4656.13,
34-3-33,134,54324.75,53438.97,4678.7,4662.66,
34-3-34,134,54531.22,53346.28,4696.13,4664.23,
34-3-35,134,54679.43,53270.93,4691.68,4665.34,19
34-3-37,134,54743.71,53173.44,4678.08,4666.35,19
34-3-7,134,52265.12,53745.97,4639.56,4628.98,19
34-3-8,134,52188.52,53778.71,4636.8,4627.86,
34-3-87,134,54621.48,55402.04,4860.99,4850.54,19
34-3-88,134,54191.53,52869.89,4678.06,4663.66,
34-3-89,134,53920.35,52800.65,4679.23,4663.1,19
34-3-9,134,52779.64,53610.26,4646.71,4637.69,
34-3-9.0,134,52538.18,53628.06,4644.61,4633.97,19
34-3-90,134,53785.89,52800.86,4680.32,4662.78,19
34-3-91,134,53766.86,52908.4,4673.96,4662.64,
34-3-92,134,53721.01,52985.03,4671.19,4662.27,
34-3-93,134,53667.58,53097.05,4670.2,4659.55,
34-4-41,134,54056.9,50165.86,4784.99,4774.17,
34-4-42,134,54071.88,50152.06,4785.58,4775.25,19
34-4-43,134,54207.82,50298.14,4783.87,4772.46,
34-4-44,134,54431.96,50327.58,4772.15,4761.21,19
34-4-46,134,54674.91,50390.24,4755.91,4748.89,
34-4-47,134,54826.44,50713.65,4752.79,4742.05,19
34-4-49,134,54718.41,50885.59,4745.34,4735.89,
34-4-50,134,54506.47,51222.89,4735.25,4725.11,
34-4-51,134,54292.5,51562.04,4725.24,4714.89,
34-4-52,134,54079.8,51901.94,4714.88,4704.84,
34-4-53,134,53860.53,52257.74,4703.63,4694.96,
34-4-54,134,53914.73,52270.04,4704.64,4692.76,19
34-4-59,134,53917.38,52461.35,4697.54,4687.18,
34-4-64,134,54661.54,52773.37,4684.09,4673.08,
34-4-64.2,134,54680.36,52697.28,4688.79,4677.41,
34-4-64.3,134,54712.51,52471.22,4694.9,4678.63,19
35-1-1,134,54928.65,50552.13,4757.45,4748.19,19
35-1-2,134,55029.23,50579.66,4758.85,4748.36,
35-1-25.1,134,54945.37,52493.83,4697.17,4681,19
35-1-25.2,134,55270.19,52513.8,4696.94,4683.33,
35-1-25.3,134,55659.34,52515.61,4695.52,4685.73,
35-1-27,134,55670.13,52508.75,4695.66,4685.82,
35-1-28,134,55879.72,52477.56,4699.91,4688.59,
35-1-29,134,55980.69,52434.6,4702,4691.11,19
35-1-3,134,55400.52,50421.9,4762.54,4751.9,
35-1-30,134,56034.31,52410.88,4703.3,4692.48,
35-1-31,134,56280.57,52250.76,4708.99,4699.02,19
35-1-35,134,56499.3,52108.27,4714.17,4704.77,
35-1-36,134,56654.21,51721.78,4730.57,4720.17,
35-1-37,134,56810.61,51247.33,4745.34,4734.23,
35-1-38,134,56956.9,50802.82,4758.08,4747.21,
35-1-39,134,56979.96,50516.47,4769.45,4753.71,
35-1-4,134,55613.94,50330.66,4766.23,4753.97,
35-1-40,134,57016.23,50404.36,4773.41,4755.92,
35-1-41,134,57015.88,50332.94,4775.08,4757.21,19
35-1-42,134,57258.79,50324.76,4769.85,4759.47,
35-1-42.1,134,57461.31,50352.37,4770.54,4760.92,19
35-1-43,134,55469.93,52765.65,4690.85,4677.68,
35-1-44,134,55724.92,52764.24,4695.54,4682.86,
35-1-45,134,56002.1,52710.33,4700.62,4687.41,
35-1-46,134,56106.95,52697.66,4703.19,4692.64,
35-1-48,134,56138.39,52757.38,4706.18,4696.84,19
35-1-5,134,55732.61,50309.04,4767.4,4754.76,19
35-1-6,134,55917.28,50274.93,4768.52,4756.41,
35-1-7,134,56217.92,50287.19,4770.25,4758.42,
35-1-8,134,56307.65,50291.14,4770.8,4760,19
35-2-1,134,54949.59,53072.37,4678.26,4667.79,
35-2-2,134,55269.62,53004.36,4684.7,4671.32,
35-2-36,134,56138.26,52893.21,4778.49,4771.8,
35-2-37,134,56142.53,53064.44,4840.73,4833.43,
35-2-38,134,56244.48,53149.36,4846.75,4834.38,
35-2-39,134,56308.59,53145.48,4844.07,4834.67,19
35-2-42,134,56485.88,53130.8,4845.62,4835.49,19
35-2-44,134,56732.43,53110.11,4849.85,4841.51,19
35-2-46,134,56853.54,53009.97,4853.48,4844.5,
35-2-47,134,56969.82,52994.98,4856.45,4846.56,19
35-2-49,134,57126.97,53252.47,4865.56,4854.99,19
35-2-55,134,57149.75,53290.12,4866.51,4855.27,19
35-2-57,134,57338.29,53439.73,4879.93,4869.06,19
35-2-59,134,57384.08,53626.81,4887.64,4874.42,
35-2-60,134,57489.1,53647.91,4896.46,4882.91,19
35-2-68,134,57291.29,55396.67,4950.51,4940.31,
35-2-69,134,56991.3,55398.06,4939.44,4929.13,
35-2-70,134,56903.72,55398.41,4936.21,4925.68,19
35-2-71,134,56608.62,55399.98,4925.2,4915,
35-2-72,134,56592.44,55400.43,4924.58,4914.49,19
35-2-73,134,56192.16,55402.48,4909.88,4900.49,19
35-2-74,134,55907.92,55403.36,4900.85,4891.1,
35-2-75,134,55375.73,55402.78,4886.66,4877.37,
35-2-75.1,134,55272.39,55404.15,4883.92,4874.61,19
35-2-76,134,55028.87,55402.12,4876.55,4868.24,19
35-3-106,134,57632.53,55395.12,4965.8,4952.81,19
35-3-107,134,58040.65,55392.84,4989.88,4978.93,
35-3-108,134,58443.01,55391.01,5013.3,4992.88,
35-3-109,134,58494.54,55390.99,5015.91,5004.72,19
35-3-110,134,58838.35,55389.52,5029.54,5015.02,19
35-3-111,134,59179.41,55389.43,5040.46,5029.23,19
35-3-15,134,57540.66,53658.26,4900.54,4886.97,
35-3-16,134,57577.88,53663.32,4901.42,4895.03,
35-3-17,134,57925.87,53705.48,4927.17,4917.89,19
35-3-21,134,57926.61,53721.29,4927.39,4919.81,
35-3-22,134,58000.68,53729.37,4934.03,4924.64,19
35-3-26,134,58312.06,53758.68,4953.22,4945.82,19
35-3-29,134,58325,53759.46,4953.9,4946.79,
35-3-30,134,58542.2,53727.72,4964.88,4958.73,19
35-3-33,134,58622.04,53714.92,4970.37,4963.16,19
35-3-50,134,58697.13,53703.62,4975.76,4967.61,
35-3-51,134,58936.6,53619.68,4992.79,4979.65,19
35-3-52,134,59070.31,53572.85,4999.19,4986.71,
35-3-53,134,59361.49,53572.77,5016.4,5004.53,19
35-3-55,134,59522.51,53572.39,5025.14,5010.93,
35-3-56,134,59628.4,53623.03,5029.91,5015.48,19
35-3-58,134,59690.13,53653.53,5031.61,5015.99,19
35-3-60,134,59825.82,53718.7,5033.12,5016.76,
35-3-61,134,60139.17,53723.95,5030.1,5018.07,19
35-4-1,134,57624.44,50376.87,4780.39,4762.53,
35-4-10,134,58135.18,50408.22,4900.65,4890.77,19
35-4-13,134,58227.61,50103.27,4907.4,4897.37,19
35-4-14,134,58541.27,50095.59,4914.62,4907.45,
35-4-15,134,58959.59,50084.72,4943.46,4923.35,
35-4-16,134,58947.87,50263.2,4944.48,4928.6,19
35-4-2,134,57721.26,50389.65,4784.24,4776.49,19
35-4-26,134,59396.65,50262.47,4993.14,4986.56,19
35-4-27,134,59375.74,50406.48,4997.99,4989.91,19
35-4-31,134,59538.99,50407.62,5039.09,5031.48,
35-4-32,134,59891.61,50407.47,5046.38,5033.93,19
35-4-4,134,57795.76,50400.51,4790.82,4780.76,19
35-4-5,134,58005.77,50410.39,4893.33,4882.65,19
35-4-9,134,58044.5,50409.97,4898.7,4888.46,
4-1-77,134,44274.67,50220.13,4669.74,4658.96,19
4-1-78,134,44507.13,50218.46,4674.38,4664.34,
4-1-79,134,44928.94,50216.18,4683.32,4673.3,
4-1-80,134,45042.91,50214.56,4686.06,4675.23,19
4-1-83,134,45379.89,50213.43,4694.18,4682.02,
4-1-84,134,45569.82,50212.54,4699.95,4687.92,19
4-1-89,134,45831.37,50211.11,4706.47,4695.96,
4-1-90,134,46134.04,50209.84,4712,4699.59,
4-1-91,134,46397.85,50208.48,4718.53,4703.08,19
4-1-92,134,46723.29,50205.67,4729.11,4720.21,
4-1-93,134,46873.62,50205.37,4732.29,4722.06,19
4-1-96,134,44260.07,47624.54,4686.81,4676.39,19
4-2-38,134,47149.89,50205.92,4732.89,4723.91,19
4-2-43,134,47415.66,50203.95,4735.42,4724.97,19
4-2-68,134,47460.72,50204.71,4735.94,4725.12,19
4-2-69,134,47620.19,50202.65,4737.85,4725.58,
4-2-70,134,47706.9,50202.48,4740.59,4729.05,19
4-2-72,134,47876.95,50200.83,4746.55,4735.19,19
4-2-73,134,48129.49,50152.83,4751.29,4738.92,
4-2-73.1,134,48281.36,50015.98,4754.17,4741.27,19
4-2-74,134,48305.02,49992.66,4755.19,4742.04,
4-2-75,134,48602.08,49647.15,4782.36,4769.74,
4-2-76,134,48692.49,49339.31,4800.81,4789.29,19
4-2-77,134,48685.77,49004.35,4804.79,4792.12,
4-2-78,134,48688.1,48679.01,4807.8,4794.99,
4-2-79,134,48888.63,48374.12,4811.04,4797.29,
4-2-80,134,49010.42,48321.75,4812.54,4798.28,19
4-2-89,134,49147.05,48263.77,4814.78,4799.57,
4-2-90,134,49432.27,48255.77,4816.77,4801.11,
4-3-38,134,47286.19,46553.23,4729.03,4724.23,
4-3-39,134,47819.61,46514.83,4742.99,4732.03,
4-3-40,134,47884.13,46472.56,4745.18,4733.35,19
4-3-43,134,48023.57,46379.9,4745.51,4734.98,19
